#(d > 64 and ((b > d or d == b) or (c < b or d != 7)))
A,B,C,D,R
64,54,46,54,False
96,18,68,55,False
65,51,84,5,False
33,75,99,4,False
44,42,55,30,False
61,36,88,91,True
75,50,10,0,False
40,73,98,71,True
50,54,63,62,False
90,16,41,76,True
17,60,77,70,True
66,61,92,69,True
81,8,78,86,True
52,63,29,30,False
70,26,80,25,False
74,93,49,80,True
79,82,57,29,False
9,74,44,9,False
33,73,84,43,False
69,67,46,16,False
13,78,98,81,True
44,56,21,90,True
32,50,95,62,False
76,35,73,91,True
71,59,70,51,False
77,37,3,44,False
52,54,96,23,False
57,77,50,97,True
32,48,34,58,False
65,28,88,82,True
70,13,24,67,True
35,22,83,74,True
5,77,33,56,False
71,57,77,36,False
82,78,41,55,False
73,78,66,36,False
8,6,54,96,True
52,1,48,93,True
10,53,40,25,False
41,79,38,51,False
19,84,75,45,False
67,95,23,50,False
59,28,47,77,True
99,61,84,92,True
74,76,69,54,False
78,87,65,11,False
18,59,32,10,False
48,59,6,39,False
69,25,61,37,False
52,58,63,73,True
28,20,59,77,True
63,68,61,87,True
87,13,90,10,False
27,3,27,99,True
57,39,27,44,False
4,94,27,18,False
26,66,34,13,False
13,3,91,65,True
91,20,51,91,True
88,76,16,62,False
52,20,54,52,False
90,51,91,53,False
90,11,7,62,False
95,23,46,29,False
52,87,43,5,False
32,94,11,80,True
30,19,82,92,True
73,38,19,80,True
55,47,73,35,False
90,66,25,40,False
69,96,11,12,False
63,50,35,27,False
88,40,76,23,False
53,1,75,38,False
84,37,99,84,True
6,48,43,98,True
58,58,36,85,True
74,72,36,2,False
55,41,4,47,False
34,43,52,71,True
17,67,7,83,True
56,87,81,39,False
50,79,58,9,False
72,74,5,85,True
91,78,37,76,True
40,42,91,2,False
59,23,20,38,False
58,32,62,78,True
39,0,15,18,False
15,3,54,32,False
96,67,63,12,False
74,82,67,47,False
42,55,0,36,False
6,3,42,36,False
49,49,18,71,True
85,78,40,60,False
81,24,82,50,False
16,32,5,36,False
91,19,17,70,True
68,55,75,86,True
39,32,0,89,True
33,26,64,59,False
85,34,42,81,True
41,99,69,28,False
30,25,28,59,False
55,70,81,98,True
81,26,42,26,False
80,90,29,17,False
15,42,27,31,False
27,52,32,89,True
11,96,41,46,False
66,76,26,85,True
56,60,16,47,False
60,2,96,29,False
0,53,82,6,False
29,97,65,94,True
62,4,16,13,False
50,50,81,65,True
21,58,25,48,False
18,75,53,78,True
37,30,43,50,False
65,67,81,98,True
95,4,82,75,True
73,26,53,40,False
16,36,82,45,False
71,97,10,68,True
3,31,51,74,True
64,29,13,56,False
12,27,32,4,False
83,3,65,23,False
17,27,57,69,True
5,80,50,76,True
86,93,38,94,True
59,16,14,82,True
58,11,60,3,False
18,74,23,10,False
99,96,30,40,False
26,0,25,30,False
29,99,6,17,False
82,10,91,93,True
99,51,78,82,True
92,18,31,63,False
71,72,12,2,False
7,65,79,32,False
23,53,33,29,False
10,45,42,68,True
82,23,70,76,True
51,12,0,66,True
95,39,77,30,False
5,26,53,25,False
36,40,32,84,True
14,77,16,57,False
61,78,15,8,False
21,28,15,76,True
19,22,4,14,False
63,79,92,3,False
11,42,57,10,False
91,79,45,81,True
10,35,97,21,False
62,80,11,26,False
19,28,71,75,True
88,58,75,15,False
7,77,82,90,True
86,0,66,39,False
12,0,76,74,True
69,40,67,22,False
81,37,75,67,True
7,10,8,1,False
13,54,88,92,True
41,51,27,84,True
20,11,96,78,True
20,40,11,84,True
43,63,66,42,False
1,30,91,55,False
34,92,4,28,False
48,97,77,2,False
73,12,3,21,False
76,11,91,96,True
5,11,26,65,True
38,58,72,76,True
22,89,54,75,True
21,77,67,90,True
39,17,50,58,False
4,28,24,84,True
45,60,97,71,True
80,2,10,41,False
14,40,64,11,False
99,83,32,82,True
47,42,30,27,False
85,4,26,81,True
87,26,26,73,True
36,57,23,3,False
86,96,58,62,False
68,82,70,30,False
56,7,58,20,False
1,30,93,49,False
56,23,89,84,True
47,17,37,3,False
74,59,25,25,False
47,98,6,92,True
69,81,67,28,False
69,50,44,4,False
47,83,93,99,True
91,49,59,43,False
56,62,29,59,False
5,93,12,16,False
30,56,51,75,True
26,52,96,3,False
38,13,64,56,False
9,90,46,6,False
97,96,52,45,False
90,33,76,59,False
62,75,84,52,False
13,41,87,80,True
65,11,18,51,False
98,51,81,68,True
5,33,67,80,True
37,24,21,95,True
26,33,58,14,False
94,29,77,11,False
21,66,33,69,True
7,26,75,33,False
18,47,48,95,True
58,96,84,52,False
51,12,98,63,False
40,60,21,34,False
66,60,11,59,False
28,84,48,53,False
87,58,84,63,False
68,69,26,73,True
34,9,88,18,False
6,67,15,21,False
76,55,76,59,False
83,40,88,71,True
44,5,52,93,True
92,21,81,42,False
9,3,13,76,True
21,41,54,84,True
95,12,92,28,False
26,14,53,26,False
62,59,4,19,False
23,92,74,43,False
66,77,3,83,True
98,49,3,47,False
61,4,6,71,True
47,75,97,96,True
10,79,60,7,False
3,47,84,25,False
69,63,1,61,False
33,51,58,91,True
61,34,49,37,False
26,52,58,47,False
94,24,0,16,False
49,33,73,70,True
68,56,67,64,False
7,70,23,35,False
0,96,80,90,True
60,1,32,66,True
6,52,49,98,True
15,46,24,76,True
24,79,43,46,False
25,22,82,62,False
64,85,86,62,False
80,99,76,49,False
36,70,56,47,False
74,36,26,65,True
48,80,86,53,False
76,40,69,76,True
56,3,66,8,False
17,22,45,69,True
40,72,61,60,False
78,6,15,1,False
54,55,20,55,False
17,97,53,87,True
30,29,20,6,False
7,69,26,25,False
17,66,74,96,True
89,13,48,77,True
7,39,94,8,False
49,9,42,21,False
89,53,7,56,False
7,28,18,33,False
62,54,6,71,True
84,20,74,97,True
87,48,40,62,False
52,37,95,46,False
71,74,86,66,True
69,53,34,50,False
59,43,65,51,False
9,47,45,85,True
26,27,4,68,True
95,45,83,95,True
86,56,1,74,True
54,85,62,40,False
39,90,74,87,True
47,88,33,98,True
56,66,43,28,False
56,60,80,31,False
58,81,66,11,False
18,13,77,16,False
28,15,26,61,False
42,46,42,61,False
46,22,28,29,False
8,68,74,62,False
84,23,58,15,False
25,28,42,88,True
76,59,57,75,True
66,62,63,34,False
7,4,35,62,False
66,48,51,2,False
3,17,38,39,False
89,33,46,80,True
17,90,51,78,True
85,28,42,80,True
63,14,5,45,False
37,5,23,77,True
72,94,67,75,True
86,80,2,33,False
56,55,77,34,False
11,63,90,47,False
30,52,75,32,False
74,63,41,73,True
8,58,39,93,True
44,64,28,26,False
0,28,25,12,False
37,22,34,90,True
32,17,43,35,False
59,26,98,68,True
37,49,29,44,False
33,32,27,29,False
16,30,36,75,True
14,88,19,99,True
89,7,30,48,False
87,11,70,16,False
88,39,21,27,False
34,11,11,82,True
91,46,87,87,True
65,44,4,34,False
53,20,72,5,False
93,57,63,60,False
82,97,76,74,True
55,24,81,92,True
12,47,74,84,True
36,35,53,90,True
87,73,84,26,False
59,95,65,34,False
77,75,54,80,True
14,12,6,19,False
60,72,30,22,False
55,53,12,71,True
58,62,84,81,True
84,76,4,9,False
59,76,8,13,False
80,66,30,13,False
24,42,16,79,True
13,96,66,20,False
73,43,60,88,True
14,47,60,92,True
81,42,77,39,False
6,51,82,27,False
32,48,76,23,False
1,62,36,80,True
46,82,44,69,True
35,99,81,27,False
74,76,36,28,False
9,95,14,97,True
51,30,25,46,False
79,6,72,18,False
14,5,47,29,False
54,9,16,91,True
86,61,45,15,False
95,79,26,91,True
90,36,98,75,True
93,63,99,30,False
33,59,56,87,True
94,70,90,47,False
98,88,51,44,False
79,64,29,54,False
98,47,98,48,False
29,49,11,2,False
68,64,36,18,False
11,49,56,92,True
78,89,76,83,True
54,12,74,39,False
39,80,87,98,True
94,66,87,21,False
85,55,56,48,False
45,28,60,12,False
59,64,69,81,True
2,24,54,11,False
88,38,13,86,True
52,33,44,77,True
52,69,13,42,False
27,57,83,28,False
45,87,84,58,False
58,44,29,55,False
22,91,69,8,False
78,7,39,50,False
82,96,95,1,False
39,26,38,26,False
25,67,80,73,True
13,81,71,82,True
49,65,73,93,True
60,5,52,68,True
43,93,85,68,True
40,50,24,19,False
89,67,90,44,False
7,8,31,84,True
95,2,58,80,True
45,90,40,4,False
42,69,34,2,False
61,4,25,88,True
50,12,91,32,False
52,69,70,34,False
59,19,3,23,False
15,74,2,82,True
8,6,37,75,True
86,82,80,87,True
33,46,57,81,True
58,53,5,24,False
54,16,48,11,False
14,22,53,40,False
6,61,87,62,False
92,35,32,77,True
51,29,57,66,True
69,0,85,98,True
39,22,22,50,False
90,76,75,80,True
13,93,73,56,False
71,42,34,80,True
5,56,26,9,False
76,65,32,86,True
32,21,80,61,False
67,48,11,38,False
52,41,40,11,False
74,65,85,43,False
29,20,41,64,False
44,66,26,31,False
98,30,73,55,False
1,72,14,88,True
35,76,41,39,False
14,89,40,10,False
71,96,37,58,False
86,25,52,98,True
87,78,97,73,True
12,74,50,82,True
19,73,32,54,False
52,3,4,63,False
37,91,45,24,False
34,71,16,82,True
83,26,49,7,False
87,0,68,92,True
58,30,42,5,False
95,20,25,16,False
84,1,41,88,True
37,71,54,50,False
31,47,60,42,False
20,64,63,51,False
10,60,77,85,True
70,23,13,40,False
24,18,59,6,False
49,40,10,23,False
2,72,64,13,False
27,35,25,4,False
90,51,92,17,False
96,69,58,55,False
95,11,58,42,False
31,14,94,46,False
77,78,72,13,False
81,98,45,55,False
83,94,35,41,False
55,72,25,68,True
97,42,86,91,True
64,50,95,56,False
69,44,31,20,False
1,72,9,91,True
50,65,95,72,True
40,4,13,35,False
79,78,24,33,False
28,35,17,87,True
57,4,64,51,False
18,46,50,66,True
89,48,15,96,True
5,83,87,53,False
16,73,18,47,False
53,75,18,93,True
38,64,12,11,False
69,12,66,17,False
96,26,98,64,False
81,45,10,59,False
1,45,79,70,True
42,60,65,47,False
87,66,23,97,True
58,95,97,43,False
22,66,80,57,False
49,80,30,95,True
12,3,19,62,False
39,31,64,20,False
22,18,58,84,True
93,21,49,58,False
33,36,7,28,False
49,88,52,79,True
44,5,67,97,True
23,73,98,10,False
69,83,88,40,False
75,3,34,63,False
74,11,2,4,False
15,26,63,26,False
30,21,38,93,True
65,27,10,53,False
15,93,26,36,False
29,83,50,42,False
34,12,80,71,True
64,97,50,97,True
63,13,12,35,False
17,1,31,94,True
38,86,80,27,False
39,82,20,1,False
95,41,79,78,True
1,84,60,81,True
6,7,70,7,False
68,76,31,16,False
92,13,20,71,True
13,42,12,88,True
40,88,90,14,False
59,81,51,89,True
52,88,40,78,True
52,69,62,98,True
65,15,71,48,False
62,50,13,2,False
29,64,65,27,False
68,13,28,53,False
36,63,73,67,True
98,15,52,79,True
57,64,24,61,False
33,17,72,58,False
16,28,6,44,False
91,67,10,37,False
66,81,62,42,False
74,5,82,43,False
49,47,28,65,True
9,43,45,63,False
35,64,21,44,False
80,98,99,19,False
78,23,46,22,False
89,62,50,89,True
4,84,42,2,False
81,38,99,96,True
80,9,26,10,False
65,90,94,52,False
71,32,28,91,True
44,49,14,0,False
90,29,74,24,False
98,11,10,11,False
20,87,67,24,False
87,28,58,21,False
16,28,86,37,False
18,56,73,28,False
94,67,65,10,False
85,64,70,36,False
71,79,99,72,True
36,14,32,64,False
9,31,48,32,False
79,95,72,92,True
22,70,32,69,True
47,90,50,68,True
62,58,81,81,True
23,40,76,97,True
45,68,54,49,False
57,50,76,80,True
10,11,82,85,True
23,51,2,70,True
65,37,72,11,False
4,47,70,9,False
49,26,21,86,True
58,62,80,87,True
9,90,32,52,False
48,46,17,61,False
59,2,55,57,False
87,3,83,94,True
49,77,90,58,False
14,84,10,1,False
41,57,55,20,False
8,71,28,71,True
72,80,77,15,False
43,6,68,80,True
43,65,6,82,True
98,70,91,46,False
7,83,62,24,False
86,65,36,46,False
66,46,82,55,False
35,3,83,8,False
80,65,83,5,False
63,82,83,49,False
32,62,43,47,False
56,96,8,90,True
93,82,39,35,False
8,69,71,16,False
39,42,85,86,True
18,34,6,41,False
49,0,88,12,False
83,10,40,56,False
40,60,8,60,False
65,36,14,90,True
3,80,6,18,False
56,7,90,72,True
8,37,85,63,False
67,98,13,54,False
65,47,46,61,False
70,68,57,70,True
76,75,60,38,False
14,84,51,46,False
91,36,5,56,False
96,23,12,96,True
93,92,89,44,False
43,2,52,17,False
76,71,1,49,False
57,23,87,40,False
44,20,23,60,False
88,46,74,44,False
57,84,45,91,True
77,68,45,15,False
66,69,5,7,False
84,24,69,98,True
38,99,39,93,True
40,5,38,57,False
35,95,55,39,False
54,45,60,82,True
25,76,74,21,False
4,9,89,17,False
55,88,81,38,False
45,12,42,60,False
13,52,45,99,True
10,99,9,62,False
66,37,27,91,True
65,14,76,66,True
29,53,64,78,True
38,62,90,34,False
64,8,83,34,False
5,81,10,48,False
93,1,45,48,False
52,13,23,48,False
4,79,61,23,False
55,20,23,80,True
42,66,11,79,True
89,39,99,55,False
14,6,50,69,True
24,30,37,3,False
5,43,70,0,False
90,88,43,32,False
23,28,47,82,True
30,32,40,82,True
11,66,50,26,False
3,93,16,77,True
19,89,27,26,False
6,83,88,47,False
39,9,8,71,True
48,5,11,12,False
69,42,63,75,True
84,76,25,76,True
47,27,33,25,False
62,5,16,46,False
23,33,95,13,False
42,94,58,39,False
11,69,97,46,False
39,36,91,62,False
66,59,2,98,True
57,48,84,10,False
20,33,17,62,False
84,7,93,0,False
38,27,61,69,True
48,84,84,26,False
83,9,88,63,False
75,90,97,0,False
10,65,82,89,True
10,25,21,90,True
39,16,50,44,False
81,87,34,69,True
38,95,25,83,True
67,15,70,60,False
32,83,81,77,True
25,46,9,56,False
61,73,87,66,True
40,54,59,14,False
59,14,8,69,True
49,49,96,5,False
73,11,3,13,False
55,47,3,57,False
52,42,88,48,False
59,75,6,6,False
80,37,28,91,True
84,79,48,4,False
20,27,79,72,True
36,33,84,4,False
25,38,74,75,True
8,44,66,43,False
57,3,57,53,False
33,61,79,18,False
67,60,2,70,True
25,76,41,37,False
46,94,10,66,True
57,65,84,51,False
42,69,43,77,True
95,83,97,72,True
2,10,70,11,False
88,95,14,29,False
54,73,39,53,False
82,96,39,16,False
25,31,56,62,False
63,16,31,35,False
99,98,83,71,True
34,45,3,18,False
90,36,32,5,False
85,18,98,89,True
96,50,20,51,False
92,61,52,16,False
86,44,42,18,False
90,99,84,45,False
32,50,42,52,False
80,55,73,45,False
18,50,53,74,True
0,23,65,83,True
24,89,63,72,True
91,67,36,84,True
54,75,98,38,False
58,75,78,6,False
42,69,0,71,True
9,7,33,71,True
2,70,45,37,False
46,94,22,76,True
59,28,16,75,True
47,50,2,74,True
21,20,14,50,False
85,27,79,22,False
37,12,91,42,False
83,84,97,78,True
46,96,37,90,True
84,82,31,84,True
89,67,68,7,False
4,85,82,81,True
6,79,91,70,True
92,54,98,40,False
78,20,4,49,False
96,18,85,12,False
14,60,16,62,False
6,61,3,92,True
39,65,58,58,False
25,74,29,90,True
50,94,69,54,False
19,27,46,44,False
82,49,60,66,True
32,38,93,44,False
56,43,91,15,False
44,74,7,28,False
16,18,69,83,True
94,31,74,25,False
33,51,30,61,False
43,75,71,41,False
44,80,19,70,True
22,25,93,46,False
63,20,68,27,False
79,55,4,90,True
21,38,14,18,False
68,77,91,72,True
83,27,50,72,True
92,54,75,6,False
23,84,58,15,False
38,56,81,10,False
78,85,72,0,False
51,89,0,16,False
96,57,87,83,True
59,83,81,7,False
23,75,71,60,False
26,6,46,77,True
88,51,25,83,True
69,17,69,9,False
46,14,89,9,False
86,50,38,93,True
28,87,53,64,False
36,43,88,51,False
42,39,75,81,True
27,55,81,58,False
27,44,22,84,True
53,3,75,6,False
85,30,9,55,False
97,10,47,58,False
55,31,80,1,False
28,15,32,79,True
25,78,90,26,False
46,22,89,89,True
35,81,3,97,True
30,45,35,37,False
94,75,2,59,False
44,65,49,57,False
74,73,82,67,True
91,53,41,13,False
90,41,7,29,False
5,84,36,36,False
41,79,31,42,False
74,95,96,3,False
43,53,34,96,True
49,10,89,31,False
62,10,37,81,True
24,62,76,56,False
87,44,77,31,False
62,43,29,69,True
75,28,4,9,False
14,93,81,66,True
87,97,49,96,True
74,18,48,10,False
11,11,51,71,True
2,20,53,30,False
64,72,72,72,True
32,47,41,63,False
36,61,69,5,False
65,44,60,46,False
60,2,73,73,True
9,33,62,58,False
1,14,3,76,True
25,37,42,77,True
60,8,74,77,True
67,46,56,50,False
74,33,61,6,False
97,14,32,23,False
19,38,38,25,False
92,43,57,53,False
69,38,2,20,False
20,15,61,47,False
83,50,63,5,False
43,7,89,50,False
32,71,97,25,False
65,60,66,14,False
47,12,28,23,False
6,17,13,62,False
11,22,26,38,False
54,6,50,95,True
20,6,15,5,False
99,50,25,92,True
81,24,0,0,False
55,37,85,72,True
99,88,33,23,False
97,82,15,60,False
19,35,28,0,False
12,87,8,80,True
17,52,31,16,False
93,40,6,96,True
87,43,2,73,True
22,43,94,0,False
96,26,64,85,True
55,52,4,58,False
34,56,35,39,False
70,71,77,71,True
99,99,19,48,False
41,13,68,95,True
36,15,39,80,True
5,12,10,77,True
0,73,59,37,False
28,17,18,41,False
37,47,51,29,False
22,43,35,59,False
23,45,11,10,False
28,45,27,32,False
90,28,89,63,False
53,43,94,72,True
64,61,35,28,False
46,63,63,40,False
4,4,14,82,True
85,64,2,7,False
76,14,96,73,True
59,37,74,15,False
2,93,58,79,True
98,49,62,90,True
6,11,77,4,False
61,62,4,49,False
6,10,74,57,False
0,18,88,76,True
72,66,8,34,False
24,44,74,51,False
87,19,43,6,False
73,11,20,96,True
97,75,79,64,False
57,8,43,66,True
97,55,17,54,False
45,12,81,12,False
90,2,21,20,False
99,29,64,9,False
91,25,28,99,True
93,32,33,21,False
28,37,47,77,True
2,5,79,30,False
57,8,16,15,False
73,22,51,87,True
8,13,48,75,True
98,95,97,78,True
71,95,16,95,True
75,76,15,94,True
50,14,54,62,False
90,28,90,44,False
51,45,95,27,False
82,40,68,36,False
87,99,11,23,False
78,61,52,92,True
12,93,58,19,False
63,70,31,95,True
76,41,30,43,False
44,91,28,1,False
97,97,76,84,True
70,96,84,71,True
37,87,29,17,False
18,39,75,45,False
18,31,28,11,False
89,49,7,65,True
17,43,24,93,True
66,30,67,19,False
6,68,3,12,False
45,38,63,8,False
24,81,25,1,False
6,52,95,19,False
51,81,80,38,False
67,61,76,88,True
30,17,24,32,False
19,91,53,40,False
79,98,62,0,False
88,64,72,18,False
31,20,5,72,True
70,65,6,81,True
65,0,61,89,True
83,83,79,19,False
95,98,97,82,True
87,59,27,13,False
26,15,32,22,False
35,53,5,87,True
47,56,2,14,False
67,12,54,95,True
60,48,66,74,True
0,53,22,75,True
6,64,15,19,False
43,1,15,86,True
65,27,18,38,False
85,93,65,52,False
62,9,14,40,False
40,66,34,1,False
27,80,13,20,False
92,55,38,83,True
67,5,65,87,True
8,22,96,29,False
80,20,64,66,True
15,14,36,66,True
71,76,33,20,False
32,48,3,46,False
44,37,80,19,False
26,58,15,7,False
87,71,7,14,False
0,79,99,58,False
20,46,84,55,False
6,18,49,80,True
0,59,77,73,True
34,50,17,35,False
61,80,91,43,False
87,47,39,59,False
30,78,28,43,False
29,21,47,58,False
54,91,79,33,False
15,36,72,16,False
71,66,21,9,False
4,68,36,0,False
23,37,71,47,False
80,26,55,43,False
15,75,19,13,False
78,42,85,26,False
21,99,12,99,True
67,12,97,45,False
89,60,74,83,True
36,33,96,22,False
86,53,52,33,False
20,66,39,0,False
5,77,37,16,False
20,90,77,68,True
5,60,89,26,False
83,72,98,4,False
36,3,7,25,False
18,91,80,84,True
66,37,58,91,True
54,10,90,6,False
20,44,48,39,False
14,27,68,35,False
67,16,14,49,False
56,69,79,50,False
74,38,54,82,True
16,0,16,87,True
49,39,71,99,True
13,7,92,22,False
62,47,82,13,False
83,53,73,56,False
93,99,65,82,True
84,72,64,77,True
52,82,64,37,False
65,0,42,65,True
34,30,0,85,True
1,69,63,17,False
83,91,73,69,True
77,3,65,95,True
1,38,91,28,False
75,36,19,52,False
60,7,72,45,False
43,19,77,1,False
87,48,52,32,False
5,77,98,79,True
94,38,8,11,False
99,50,84,37,False
82,75,99,9,False
59,85,98,79,True
22,37,5,35,False
85,13,57,63,False
56,15,35,67,True
62,28,62,94,True
47,87,82,14,False
88,98,82,82,True
80,10,1,22,False
93,14,93,68,True
94,69,6,39,False
83,21,15,95,True
57,79,56,45,False
5,44,60,1,False
34,59,73,54,False
53,3,8,79,True
10,2,86,25,False
91,22,24,40,False
4,11,86,2,False
22,58,83,46,False
7,43,19,36,False
97,36,36,88,True
78,20,44,52,False
36,44,13,31,False
69,37,44,1,False
90,8,67,35,False
62,23,48,58,False
23,79,59,27,False
42,82,69,63,False
63,35,93,20,False
33,61,9,10,False
25,19,13,18,False
35,36,34,97,True
97,40,2,89,True
53,24,39,2,False
28,50,48,52,False
99,46,55,69,True
13,93,81,59,False
3,86,2,88,True
64,46,26,61,False
51,98,2,51,False
11,85,79,65,True
41,18,19,7,False
83,2,19,6,False
85,51,7,20,False
20,51,8,43,False
90,59,0,82,True
57,9,0,74,True
64,20,20,55,False
31,34,76,96,True
2,7,9,35,False
22,95,60,39,False
87,31,44,39,False
38,13,47,32,False
63,7,81,87,True
0,39,1,84,True
71,39,53,15,False
49,33,3,27,False
52,92,89,16,False
59,18,59,67,True
51,65,97,1,False
58,82,4,6,False
6,77,42,27,False
81,54,91,45,False
1,27,89,35,False
37,24,14,65,True
24,47,93,20,False
8,57,32,40,False
41,8,56,83,True
17,51,15,39,False
24,46,20,89,True
64,0,12,97,True
61,71,59,19,False
16,19,25,56,False
99,33,59,39,False
97,54,3,80,True
98,53,64,95,True
50,35,92,29,False
28,74,83,79,True
44,12,25,27,False
5,4,0,97,True
52,81,93,30,False
20,9,85,26,False
80,58,5,50,False
34,59,27,88,True
5,2,81,77,True
80,1,84,73,True
31,47,7,63,False
79,29,1,76,True
21,10,22,64,False
29,98,99,3,False
98,27,35,73,True
30,39,94,31,False
20,13,13,38,False
22,2,57,72,True
97,5,64,38,False
49,84,6,87,True
13,85,67,98,True
85,76,93,44,False
8,78,55,86,True
15,80,75,36,False
83,92,25,41,False
12,9,71,8,False
92,0,82,37,False
52,32,83,82,True
80,56,82,24,False
9,24,82,97,True
54,13,48,59,False
50,30,64,92,True
20,40,64,73,True
47,85,39,40,False
16,48,39,0,False
21,41,18,88,True
87,78,45,2,False
94,67,99,33,False
55,62,97,91,True
51,25,93,13,False
24,70,9,46,False
1,18,29,62,False
40,21,38,82,True
7,91,66,52,False
98,30,42,11,False
12,19,61,62,False
88,74,1,42,False
9,51,47,20,False
67,10,11,57,False
21,32,4,68,True
10,55,10,67,True
92,23,13,10,False
91,56,31,49,False
76,96,70,81,True
33,14,3,57,False
14,25,17,42,False
77,42,52,35,False
82,11,99,16,False
93,41,23,9,False
71,32,98,69,True
31,98,23,92,True
6,57,23,24,False
85,11,78,21,False
26,60,19,83,True
64,28,94,8,False
41,12,27,56,False
9,22,77,84,True
14,49,90,27,False
89,76,6,12,False
7,79,39,73,True
77,97,33,70,True
82,51,50,88,True
77,33,25,40,False
12,2,91,18,False
77,2,45,52,False
31,87,70,56,False
99,4,2,4,False
8,71,61,8,False
34,68,47,30,False
87,54,72,98,True
29,35,70,18,False
70,50,64,53,False
15,83,73,79,True
98,16,19,59,False
73,92,82,60,False
88,54,50,78,True
97,69,76,45,False
8,77,5,13,False
73,95,71,90,True
48,21,37,47,False
46,27,35,96,True
54,39,10,78,True
75,98,4,34,False
64,10,31,10,False
46,69,51,27,False
93,49,53,7,False
65,4,83,47,False
82,69,56,50,False
27,81,86,73,True
98,75,10,46,False
55,6,62,39,False
29,44,57,72,True
37,1,0,12,False
87,59,52,2,False
15,27,28,53,False
63,83,96,92,True
63,95,21,92,True
16,12,41,9,False
86,45,59,30,False
55,53,86,72,True
78,6,49,57,False
53,52,67,35,False
98,7,29,30,False
98,84,16,82,True
39,31,93,24,False
14,59,31,62,False
19,72,35,4,False
18,82,59,36,False
14,90,0,14,False
74,56,37,76,True
8,81,56,6,False
86,0,90,78,True
48,92,92,73,True
38,16,50,83,True
37,14,14,31,False
91,4,51,81,True
61,53,24,86,True
16,95,42,30,False
52,61,48,18,False
61,21,85,77,True
57,40,58,85,True
72,34,79,48,False
41,53,35,76,True
75,64,56,25,False
91,26,96,99,True
40,59,11,94,True
48,96,58,23,False
42,20,47,16,False
53,71,13,62,False
89,25,57,51,False
82,88,50,56,False
93,43,98,74,True
37,31,53,28,False
51,59,21,4,False
69,77,60,49,False
71,44,31,31,False
52,77,13,61,False
49,64,62,94,True
56,32,31,96,True
70,83,68,76,True
29,14,64,86,True
32,89,21,60,False
49,49,12,92,True
34,37,69,54,False
81,56,27,68,True
4,12,48,46,False
57,67,3,44,False
31,90,23,68,True
37,4,3,59,False
51,22,27,58,False
49,41,26,26,False
73,47,40,90,True
26,30,92,63,False
94,53,0,35,False
18,70,87,13,False
33,72,58,55,False
85,35,72,74,True
63,21,97,91,True
94,15,12,74,True
40,28,74,91,True
51,19,5,38,False
92,65,56,13,False
23,49,40,89,True
63,28,59,61,False
66,21,36,46,False
89,58,81,55,False
35,9,63,66,True
92,78,74,52,False
66,76,52,17,False
22,70,56,89,True
78,62,72,12,False
7,59,39,73,True
52,83,14,74,True
67,50,37,36,False
72,76,2,69,True
35,60,89,39,False
22,25,50,96,True
34,40,28,31,False
74,1,54,95,True
21,6,84,18,False
72,44,49,68,True
37,0,78,2,False
58,71,70,90,True
46,14,10,95,True
44,66,67,3,False
41,91,45,1,False
53,24,52,37,False
15,70,32,32,False
14,46,80,26,False
33,79,33,19,False
85,14,16,67,True
50,22,48,31,False
10,95,16,49,False
29,8,47,33,False
31,61,20,21,False
59,46,19,15,False
94,64,88,50,False
43,83,50,1,False
11,16,76,1,False
37,65,76,43,False
0,69,42,67,True
5,51,39,9,False
21,44,66,86,True
44,98,64,68,True
41,21,92,93,True
0,97,22,60,False
91,72,48,70,True
72,63,45,45,False
41,34,48,43,False
3,92,93,53,False
54,38,68,3,False
67,4,7,87,True
97,35,99,91,True
51,76,92,14,False
41,42,24,44,False
41,31,26,65,True
10,38,53,82,True
19,17,94,18,False
12,51,83,93,True
48,16,11,39,False
37,58,85,99,True
88,71,85,24,False
81,72,79,76,True
89,36,44,76,True
69,67,22,50,False
84,49,54,96,True
80,31,68,98,True
9,0,95,22,False
79,36,26,25,False
38,63,55,80,True
61,23,13,83,True
2,89,7,53,False
89,22,28,84,True
17,32,51,40,False
5,21,54,54,False
71,49,51,48,False
33,70,23,97,True
73,76,27,17,False
57,3,42,83,True
20,73,47,45,False
43,9,42,61,False
59,59,68,66,True
15,74,6,61,False
1,21,72,92,True
59,44,74,82,True
39,39,71,46,False
86,68,79,43,False
45,86,29,70,True
61,62,33,77,True
35,10,36,33,False
37,44,41,13,False
0,75,35,79,True
76,24,65,2,False
43,25,40,31,False
17,86,29,75,True
45,2,56,36,False
25,73,98,55,False
44,90,0,70,True
91,19,71,42,False
0,27,27,61,False
4,74,12,75,True
40,95,79,69,True
10,15,57,80,True
72,23,18,4,False
6,73,53,97,True
91,68,75,90,True
99,59,98,24,False
94,43,23,38,False
47,81,23,87,True
15,9,60,66,True
17,86,45,74,True
28,27,87,25,False
63,55,85,16,False
36,84,6,95,True
98,88,97,58,False
73,89,42,18,False
7,84,88,6,False
69,9,24,86,True
93,4,61,11,False
39,68,80,55,False
26,17,59,37,False
84,23,55,31,False
93,31,65,37,False
75,31,72,87,True
5,80,95,81,True
72,72,10,24,False
46,37,3,36,False
39,3,78,67,True
82,99,2,51,False
96,57,25,82,True
92,10,31,28,False
65,84,52,97,True
52,71,73,30,False
78,52,55,86,True
48,59,94,43,False
69,74,73,37,False
91,97,14,94,True
18,13,59,4,False
