A,B,C,D,R
81,39,95,13,True
75,81,98,77,False
93,27,14,34,True
83,14,5,12,True
30,49,53,52,False
32,20,87,36,True
6,96,36,52,False
47,0,71,15,True
71,56,21,4,True
72,80,62,53,False
17,68,53,2,True
90,72,5,89,False
7,77,5,33,True
84,81,28,62,False
76,46,59,94,False
81,37,83,36,True
55,30,61,13,True
93,10,89,2,True
74,79,41,40,True
2,28,20,79,False
63,14,46,61,False
36,31,51,94,False
7,69,27,10,True
30,83,12,39,True
2,33,45,11,True
4,27,11,0,True
33,95,85,90,False
91,0,16,7,True
87,58,55,31,True
24,79,18,42,True
97,20,46,48,False
94,61,89,71,False
62,0,32,89,False
44,9,57,78,False
98,46,53,54,False
42,34,56,68,False
47,87,99,35,True
35,57,91,54,False
16,82,31,89,False
50,0,53,72,False
59,71,46,88,False
97,24,50,43,False
8,25,35,48,False
8,74,2,41,True
62,27,37,87,False
24,19,56,91,False
24,81,40,57,False
87,77,1,55,False
62,46,13,15,True
14,34,38,34,True
31,45,50,18,True
81,25,93,42,True
25,24,62,55,False
76,98,62,73,False
91,10,72,95,False
42,0,50,49,False
11,88,51,73,False
70,72,62,56,False
87,23,47,1,True
54,61,60,51,False
40,77,46,86,False
40,13,35,44,False
68,46,77,33,True
52,28,13,30,True
30,83,6,38,True
59,60,90,87,False
94,22,50,36,True
82,35,18,61,False
29,53,24,78,False
1,91,32,58,False
32,66,52,29,True
65,21,75,47,False
28,10,17,24,True
0,39,51,70,False
40,12,85,26,True
58,45,87,39,True
9,30,26,45,False
2,54,14,61,False
25,52,37,47,False
63,27,54,17,True
47,73,1,90,False
25,49,1,5,True
32,98,67,8,True
0,30,65,23,True
51,67,76,50,False
7,87,71,52,False
35,0,91,92,False
43,41,31,15,True
36,88,72,57,False
31,76,21,33,True
40,4,6,98,False
77,97,17,31,True
29,51,57,99,False
15,41,14,71,False
19,98,38,71,False
39,64,29,78,False
45,70,68,60,False
56,27,9,57,False
19,33,37,83,False
86,44,82,45,False
33,85,92,4,True
38,44,39,2,True
72,68,81,3,True
10,34,86,58,False
38,61,37,2,True
49,32,30,62,False
30,13,26,86,False
76,66,45,44,False
82,65,8,28,True
19,18,14,17,True
96,9,57,19,True
57,88,57,5,True
70,3,39,9,True
16,26,40,8,True
76,57,40,49,False
93,24,59,62,False
78,74,78,32,True
67,43,28,85,False
2,83,75,13,True
4,48,15,0,True
45,66,83,57,False
44,35,26,36,True
46,6,36,61,False
25,56,69,74,False
94,7,38,42,True
73,19,16,43,False
63,90,63,28,True
98,45,48,27,True
23,98,17,93,False
37,9,46,21,True
53,94,21,36,True
69,22,70,40,True
84,12,97,33,True
38,97,18,6,True
81,85,45,83,False
78,72,11,73,False
97,78,87,27,True
50,9,65,36,True
89,97,0,26,True
41,6,96,27,True
59,13,62,80,False
67,78,23,62,False
69,20,28,37,True
18,88,3,30,True
69,60,5,62,False
38,35,34,11,True
61,99,46,85,False
24,81,52,40,True
88,98,77,15,True
28,29,84,42,True
11,67,6,79,False
87,98,59,9,True
26,96,0,74,False
70,55,15,31,True
94,78,13,63,False
92,79,78,83,False
99,91,25,60,False
30,42,89,22,True
75,74,57,90,False
32,65,93,88,False
7,55,71,95,False
79,56,2,75,False
99,6,67,28,True
93,46,58,94,False
18,45,13,11,True
63,10,87,71,False
69,98,91,11,True
59,24,37,84,False
75,39,24,35,True
82,13,39,93,False
10,28,65,77,False
93,29,95,17,True
68,60,64,30,True
62,19,96,59,False
78,96,26,78,False
16,0,21,26,True
21,92,43,47,False
70,29,13,37,True
74,32,76,0,True
80,78,40,98,False
25,3,63,43,False
33,84,89,10,True
84,52,72,67,False
98,37,90,33,True
36,31,79,40,True
44,32,75,52,False
81,29,75,58,False
39,67,44,36,True
82,54,11,10,True
3,8,69,60,False
50,96,0,11,True
19,36,83,24,True
41,46,27,81,False
94,62,16,75,False
30,70,70,98,False
50,46,35,54,False
22,11,85,50,False
20,40,12,56,False
41,65,56,73,False
76,89,5,80,False
80,16,36,48,False
78,80,39,82,False
39,78,71,94,False
80,56,24,13,True
49,30,38,25,True
1,45,30,63,False
73,34,33,75,False
80,73,55,82,False
76,75,28,59,False
62,37,70,71,False
53,34,15,34,True
55,59,75,84,False
34,41,54,20,True
18,58,96,2,True
19,65,18,7,True
28,44,61,94,False
79,73,14,15,True
51,89,98,58,False
51,88,26,79,False
79,65,19,30,True
30,48,8,25,True
93,1,91,19,True
95,5,59,41,True
44,61,44,0,True
84,77,87,80,False
25,69,95,54,False
34,60,10,83,False
30,50,61,30,True
71,12,32,88,False
1,88,10,12,True
87,7,21,66,False
75,10,88,9,True
72,14,23,39,True
40,18,15,91,False
25,63,71,46,False
52,51,87,35,True
14,57,24,66,False
47,36,64,66,False
22,71,3,77,False
6,77,47,24,True
69,72,97,3,True
82,17,50,15,True
95,57,37,30,True
61,78,25,63,False
50,76,46,77,False
49,37,56,68,False
17,97,63,19,True
81,99,6,55,False
36,38,49,96,False
97,94,40,40,True
61,52,59,51,False
82,70,56,47,False
39,0,98,82,False
83,47,92,98,False
60,28,54,71,False
7,86,4,37,True
89,23,99,53,False
41,15,37,94,False
89,33,88,93,False
93,10,82,26,True
58,61,91,10,True
99,3,63,92,False
75,36,43,98,False
76,25,76,16,True
76,30,98,67,False
63,96,66,23,True
94,4,97,74,False
93,73,59,73,False
83,50,84,60,False
51,23,80,83,False
51,75,92,94,False
57,17,51,55,False
84,15,94,83,False
61,40,92,46,False
31,81,37,86,False
49,53,61,98,False
41,74,35,96,False
6,66,18,39,True
71,64,84,14,True
35,85,23,38,True
9,34,74,22,True
54,38,73,38,True
5,8,24,23,True
58,57,52,62,False
90,51,56,65,False
30,23,76,9,True
59,15,37,7,True
60,29,77,51,False
29,17,93,89,False
72,31,65,69,False
30,19,65,63,False
27,63,95,63,False
98,42,2,2,True
99,19,68,64,False
39,48,81,99,False
45,55,87,16,True
20,88,73,65,False
91,34,69,34,True
3,10,86,66,False
44,9,28,71,False
14,33,91,99,False
62,44,82,90,False
40,37,66,35,True
79,15,25,50,False
20,18,40,36,True
48,99,13,32,True
90,28,39,36,True
69,25,44,83,False
22,39,63,60,False
39,57,79,91,False
42,21,9,78,False
98,4,18,68,False
54,93,15,81,False
98,88,67,74,False
33,72,84,20,True
27,29,88,84,False
88,25,81,85,False
83,31,89,17,True
41,75,34,8,True
95,83,64,25,True
92,96,24,64,False
32,49,41,95,False
27,95,68,82,False
38,53,58,93,False
87,7,54,1,True
26,45,18,40,True
1,44,1,65,False
37,94,69,6,True
96,4,26,65,False
80,44,82,27,True
23,28,19,68,False
51,4,74,34,True
0,57,53,20,True
85,70,75,14,True
1,79,6,54,False
88,15,64,11,True
65,58,55,78,False
16,52,78,26,True
90,22,60,23,True
30,49,78,10,True
11,59,41,8,True
12,81,13,7,True
76,84,43,92,False
18,58,7,56,False
21,38,6,40,True
18,53,3,64,False
38,57,13,22,True
42,44,66,72,False
61,18,27,29,True
70,96,56,13,True
21,64,89,87,False
76,36,4,83,False
95,90,34,36,True
25,14,52,60,False
46,94,15,66,False
14,0,32,20,True
44,9,80,34,True
59,73,99,80,False
62,99,5,69,False
73,30,51,16,True
28,75,58,38,True
14,45,20,8,True
34,39,44,30,True
28,61,43,15,True
68,76,50,1,True
84,52,64,33,True
14,83,75,49,False
24,65,25,33,True
51,92,18,40,True
44,8,66,48,False
19,15,5,98,False
40,4,6,22,True
75,57,66,73,False
10,25,36,95,False
87,41,3,2,True
20,54,80,10,True
43,70,43,67,False
0,24,94,61,False
0,8,67,79,False
76,74,69,94,False
66,3,22,92,False
88,86,94,39,True
63,82,87,77,False
96,81,63,78,False
78,38,56,75,False
25,22,58,31,True
77,52,78,98,False
31,90,70,20,True
7,39,34,67,False
43,26,78,3,True
85,75,25,5,True
87,1,61,73,False
60,15,69,97,False
86,97,30,49,False
48,16,74,41,True
43,93,35,16,True
23,14,23,59,False
28,42,89,62,False
22,89,32,34,True
42,27,95,9,True
46,19,88,72,False
53,34,17,1,True
15,90,99,21,True
34,99,34,7,True
24,59,96,73,False
39,1,52,84,False
59,83,43,30,True
96,74,44,1,True
45,31,10,2,True
80,52,18,83,False
20,55,89,48,False
62,49,7,43,False
43,99,75,81,False
60,18,57,65,False
39,44,11,53,False
49,91,38,96,False
48,80,88,34,True
68,16,67,23,True
26,25,60,26,True
2,90,45,46,False
73,70,20,31,True
6,69,99,42,True
46,50,15,58,False
70,67,86,4,True
43,87,68,21,True
78,61,73,90,False
15,32,0,66,False
60,40,85,54,False
21,42,79,18,True
78,39,0,45,False
18,75,68,24,True
37,4,95,36,True
85,36,91,32,True
29,54,9,56,False
12,22,10,30,True
14,27,27,48,False
53,23,5,85,False
42,38,22,18,True
31,87,6,88,False
74,4,63,22,True
60,32,49,71,False
39,53,41,67,False
88,74,93,47,False
97,76,83,27,True
2,3,31,83,False
60,54,8,55,False
63,65,64,10,True
26,92,89,70,False
33,38,93,16,True
9,66,3,63,False
49,16,97,54,False
82,67,21,94,False
97,28,30,41,True
78,88,71,92,False
8,29,41,60,False
46,91,29,7,True
83,24,59,43,False
43,50,96,55,False
73,34,79,63,False
17,71,5,86,False
24,38,69,53,False
37,26,36,18,True
66,93,32,26,True
61,20,91,44,False
9,22,43,31,True
29,5,77,5,True
93,99,2,0,True
63,84,54,37,True
22,27,73,87,False
15,64,66,71,False
35,30,86,19,True
83,15,7,3,True
4,59,32,64,False
74,6,56,80,False
4,20,27,51,False
67,93,33,46,False
71,43,26,76,False
70,44,84,33,True
78,32,62,64,False
37,51,98,67,False
73,45,13,61,False
98,59,83,74,False
25,48,89,29,True
97,82,7,51,False
35,31,25,6,True
57,19,85,22,True
46,83,16,67,False
0,49,89,89,False
12,43,3,4,True
57,31,35,76,False
42,51,40,54,False
90,13,42,68,False
23,63,12,63,False
61,16,9,50,False
48,10,3,69,False
54,58,79,58,False
80,75,98,67,False
46,92,28,57,False
22,30,81,67,False
98,10,15,86,False
62,33,20,91,False
46,94,32,12,True
73,17,16,97,False
93,57,92,26,True
31,98,41,20,True
26,34,10,86,False
92,62,38,43,False
57,10,65,32,True
81,85,69,26,True
0,20,26,36,True
29,74,88,37,True
65,67,95,21,True
6,56,75,2,True
79,62,63,82,False
23,19,47,4,True
74,11,75,95,False
26,16,94,87,False
47,38,19,62,False
55,58,70,54,False
3,38,16,30,True
75,41,10,7,True
93,39,2,6,True
40,32,12,20,True
16,73,57,48,False
36,61,22,29,True
40,28,97,57,False
77,99,45,38,True
89,31,96,47,False
45,36,97,7,True
3,3,13,82,False
33,82,79,62,False
25,36,65,46,False
43,87,90,20,True
98,92,18,34,True
79,14,55,27,True
74,30,16,94,False
40,69,50,42,True
51,77,38,56,False
24,14,21,34,True
4,32,32,12,True
73,87,47,7,True
17,88,0,45,False
65,71,68,99,False
9,43,55,85,False
95,1,96,57,False
14,40,89,52,False
60,0,35,87,False
22,58,52,15,True
27,12,55,4,True
99,40,68,40,True
74,29,43,15,True
94,60,87,54,False
9,13,43,66,False
53,59,86,59,False
51,34,9,41,True
91,78,96,83,False
36,27,59,47,False
70,40,33,24,True
74,66,40,61,False
69,15,0,66,False
44,47,30,41,True
37,7,8,34,True
77,82,28,85,False
1,84,78,97,False
64,99,31,81,False
80,52,18,12,True
5,28,16,68,False
4,66,47,72,False
18,50,21,73,False
9,77,49,98,False
76,46,91,63,False
66,80,41,35,True
80,54,96,61,False
72,73,52,81,False
54,36,4,20,True
93,36,49,98,False
7,25,19,34,True
20,28,86,54,False
45,33,50,19,True
4,23,15,88,False
69,32,27,5,True
45,25,20,9,True
68,32,87,32,True
26,84,81,50,False
93,17,34,79,False
57,58,32,82,False
23,50,92,34,True
35,83,21,49,False
77,68,98,98,False
62,45,52,55,False
48,81,73,71,False
84,68,3,28,True
36,24,87,46,False
34,37,83,29,True
31,42,24,99,False
97,47,44,54,False
17,31,92,78,False
29,58,90,78,False
14,54,74,75,False
78,26,29,43,False
55,84,61,38,True
45,58,83,68,False
1,55,71,60,False
4,42,66,1,True
21,98,20,8,True
58,66,81,64,False
37,61,65,53,False
33,50,45,45,False
20,1,85,2,True
68,4,70,57,False
86,1,65,94,False
23,67,29,96,False
18,2,54,11,True
17,14,14,0,True
2,84,85,81,False
71,40,62,23,True
7,88,72,90,False
94,62,67,99,False
36,14,84,13,True
88,66,26,56,False
17,95,74,42,True
64,74,90,23,True
95,37,38,11,True
47,83,90,14,True
97,30,71,31,True
6,18,87,42,True
91,75,53,66,False
99,35,18,58,False
77,48,52,11,True
48,28,5,61,False
22,84,32,32,True
92,58,97,59,False
69,15,62,13,True
36,11,46,19,True
29,83,21,99,False
7,35,17,8,True
93,31,10,73,False
56,57,77,72,False
39,16,7,73,False
19,39,16,25,True
78,52,62,73,False
11,45,86,38,True
38,83,25,84,False
12,13,85,14,True
41,76,93,31,True
17,10,60,7,True
39,90,94,80,False
2,75,16,23,True
44,94,49,59,False
9,66,29,96,False
5,30,34,96,False
44,11,14,99,False
37,86,58,40,True
85,96,96,1,True
92,64,33,58,False
48,16,3,87,False
66,71,7,84,False
65,87,83,55,False
19,42,8,1,True
80,91,36,7,True
64,9,9,46,False
17,5,23,72,False
3,41,46,34,True
67,13,78,38,True
2,20,87,6,True
92,8,90,30,True
40,38,20,63,False
14,19,0,66,False
58,38,28,9,True
91,68,25,8,True
19,72,16,37,True
87,92,49,31,True
81,59,10,40,True
16,29,17,65,False
4,76,61,26,True
98,31,33,35,True
42,57,79,75,False
82,54,63,13,True
37,70,72,41,True
10,57,95,85,False
26,92,43,83,False
72,38,61,72,False
70,56,97,46,False
82,78,12,15,True
17,53,27,35,True
63,79,47,94,False
70,24,79,88,False
9,3,29,33,True
90,30,13,87,False
24,13,37,17,True
52,21,31,68,False
30,43,9,5,True
64,8,68,50,False
33,26,94,13,True
43,52,70,61,False
77,61,78,30,True
88,25,21,60,False
28,76,19,93,False
66,81,38,38,True
49,99,72,87,False
64,79,48,52,False
91,23,18,71,False
42,84,6,95,False
80,19,71,25,True
7,38,47,97,False
27,86,48,4,True
58,95,40,2,True
33,27,32,86,False
2,84,79,2,True
76,94,53,31,True
6,64,20,86,False
64,96,90,57,False
30,33,20,94,False
97,17,89,60,False
89,93,92,36,True
40,70,29,3,True
5,70,31,65,False
91,27,0,86,False
96,53,70,78,False
4,25,55,82,False
80,23,62,19,True
8,17,68,40,True
38,86,64,38,True
94,79,1,12,True
4,18,59,38,True
93,36,91,15,True
43,29,83,63,False
74,77,38,13,True
45,71,22,52,False
23,77,21,44,False
68,81,32,47,False
19,6,65,99,False
78,54,72,58,False
26,92,17,65,False
84,43,96,83,False
64,70,72,38,True
47,36,22,35,True
34,61,55,19,True
93,54,57,61,False
51,22,44,79,False
3,78,96,5,True
89,40,81,39,True
48,65,81,11,True
17,24,39,89,False
6,27,94,17,True
25,29,26,60,False
70,52,38,79,False
55,84,41,49,False
49,67,95,24,True
25,71,41,20,True
15,51,38,58,False
35,77,85,6,True
77,54,49,72,False
98,57,62,90,False
65,24,89,30,True
54,80,92,13,True
35,3,44,21,True
13,77,70,26,True
6,48,66,9,True
46,63,62,0,True
60,40,36,22,True
86,69,35,57,False
44,0,63,80,False
90,0,17,75,False
13,82,34,57,False
57,22,15,71,False
52,3,89,78,False
65,2,41,55,False
91,46,10,46,False
6,78,61,62,False
40,23,56,68,False
27,84,97,80,False
35,91,22,0,True
83,73,4,6,True
94,27,99,55,False
98,49,13,73,False
16,77,3,42,True
52,56,75,71,False
99,18,42,86,False
90,67,82,16,True
70,83,87,90,False
89,96,50,6,True
60,10,15,38,True
81,86,14,43,False
34,62,39,94,False
53,36,7,88,False
32,9,43,50,False
61,91,24,75,False
61,5,50,59,False
9,89,39,28,True
72,97,67,25,True
81,40,55,9,True
74,36,63,72,False
76,24,29,69,False
2,39,62,4,True
27,12,41,17,True
15,33,1,67,False
59,6,39,95,False
73,5,55,93,False
93,0,98,68,False
97,0,79,11,True
24,50,0,50,False
39,32,45,7,True
88,36,25,61,False
76,3,50,89,False
60,1,12,73,False
59,88,37,40,True
9,77,81,49,False
45,43,92,98,False
38,8,34,69,False
87,93,73,18,True
24,76,95,0,True
64,99,7,60,False
75,91,19,92,False
5,85,46,31,True
12,86,29,64,False
40,6,27,15,True
94,54,90,97,False
55,95,50,77,False
7,90,92,79,False
36,30,7,79,False
85,11,13,22,True
63,39,78,53,False
59,3,44,30,True
27,74,75,22,True
79,93,21,99,False
72,64,9,80,False
17,5,89,69,False
94,68,5,71,False
80,15,10,4,True
40,13,37,1,True
15,81,63,22,True
38,58,37,35,True
47,42,60,85,False
82,23,33,37,True
26,7,73,4,True
44,27,82,6,True
90,69,72,32,True
49,74,52,87,False
78,94,49,85,False
90,52,32,65,False
48,71,44,11,True
48,32,85,34,True
0,80,10,35,True
82,25,0,69,False
4,15,91,73,False
45,25,62,99,False
33,8,45,2,True
29,79,64,15,True
49,11,85,21,True
61,24,1,41,True
31,30,40,20,True
38,81,14,86,False
57,69,83,3,True
90,18,27,81,False
77,90,8,95,False
61,80,76,1,True
34,70,67,21,True
35,7,16,2,True
46,25,22,2,True
65,79,0,42,True
82,42,22,65,False
30,98,53,1,True
14,51,40,50,False
12,1,74,41,True
3,68,10,89,False
62,37,62,65,False
65,83,83,53,False
72,58,31,49,False
10,54,33,83,False
92,56,31,75,False
45,80,43,93,False
37,75,29,81,False
33,28,22,71,False
58,39,7,23,True
71,8,55,80,False
92,68,27,59,False
79,8,22,59,False
57,96,90,61,False
62,31,31,33,True
60,97,92,96,False
85,56,78,5,True
33,30,3,25,True
99,37,72,51,False
36,63,38,19,True
89,84,71,92,False
25,21,73,44,False
44,62,0,65,False
91,2,19,17,True
80,61,88,34,True
48,40,45,63,False
88,38,31,95,False
94,45,96,26,True
31,39,22,76,False
62,39,19,8,True
70,13,30,20,True
65,14,15,4,True
89,59,33,63,False
56,20,56,83,False
0,61,66,86,False
40,25,70,3,True
64,10,21,4,True
65,30,32,1,True
50,14,48,49,False
77,82,10,88,False
81,5,5,7,True
31,75,31,66,False
44,9,20,78,False
68,70,16,72,False
62,75,23,76,False
77,43,29,13,True
86,97,39,62,False
52,33,28,60,False
40,20,97,72,False
26,70,35,99,False
72,55,3,26,True
80,11,60,9,True
10,73,23,59,False
59,47,26,92,False
51,27,85,12,True
50,45,99,13,True
80,15,17,28,True
87,2,36,47,False
96,40,18,3,True
77,44,26,55,False
63,1,41,84,False
12,64,46,23,True
89,5,87,71,False
98,16,40,52,False
75,55,69,7,True
35,78,53,95,False
37,19,30,2,True
43,10,68,38,True
2,69,57,20,True
13,30,81,80,False
97,19,99,31,True
83,54,96,99,False
43,8,80,33,True
75,8,51,84,False
37,61,6,50,False
27,28,16,24,True
12,8,73,75,False
1,83,8,1,True
61,35,3,42,True
97,4,67,59,False
30,50,61,79,False
1,24,14,71,False
53,25,19,30,True
30,89,44,79,False
13,68,1,11,True
89,84,28,6,True
88,35,56,32,True
97,87,54,15,True
21,53,10,63,False
3,28,66,10,True
30,34,92,75,False
91,31,77,79,False
62,37,14,5,True
91,50,56,27,True
33,95,96,88,False
25,93,77,58,False
12,0,53,19,True
75,30,40,28,True
3,95,68,90,False
4,99,27,54,False
81,87,67,86,False
27,84,41,1,True
58,21,75,26,True
3,50,76,44,False
94,29,87,73,False
21,11,20,24,True
59,2,26,7,True
35,58,97,26,True
20,87,44,36,True
42,50,46,31,True
78,59,95,63,False
18,47,25,42,True
73,68,62,14,True
32,20,23,19,True
14,75,44,78,False
12,27,91,92,False
40,45,99,55,False
21,92,29,28,True
90,21,98,92,False
69,52,44,17,True
67,64,39,88,False
56,58,70,19,True
20,99,29,95,False
8,62,48,62,False
97,47,14,59,False
86,12,87,54,False
64,51,52,57,False
28,18,17,89,False
85,26,69,73,False
42,25,44,86,False
76,44,68,44,False
80,91,98,29,True
91,56,3,96,False
35,2,26,26,True
39,11,23,55,False
68,82,74,44,False
45,82,99,29,True
92,85,25,24,True
9,91,52,16,True
11,91,75,88,False
6,5,87,97,False
25,44,39,20,True
77,44,48,94,False
39,83,30,10,True
30,1,87,95,False
92,77,69,69,False
5,50,40,1,True
11,1,39,8,True
24,18,30,26,True
95,37,95,29,True
7,84,35,41,True
58,98,78,87,False
53,32,25,20,True
69,27,12,52,False
8,85,76,44,False
27,46,69,89,False
99,93,25,73,False
65,0,67,20,True
40,4,89,13,True
52,76,90,38,True
96,77,83,82,False
93,77,38,57,False
49,91,79,71,False
71,76,13,12,True
45,39,34,10,True
87,73,60,68,False
70,6,90,26,True
94,57,92,40,True
99,50,57,36,True
24,53,36,25,True
8,12,89,24,True
85,52,9,91,False
62,55,39,59,False
82,52,79,74,False
28,24,69,41,True
27,38,14,70,False
82,42,66,28,True
5,33,96,40,True
46,72,99,81,False
51,4,81,52,False
27,56,78,47,False
92,87,25,2,True
68,81,56,28,True
13,86,25,61,False
17,25,51,23,True
50,82,0,37,True
59,98,69,99,False
79,97,48,67,False
76,64,62,69,False
35,75,27,4,True
91,34,45,48,False
4,84,71,60,False
9,77,74,63,False
35,38,3,80,False
39,75,56,79,False
1,22,81,42,True
46,32,89,3,True
27,77,94,96,False
56,34,44,90,False
50,80,34,62,False
24,66,1,75,False
41,62,28,54,False
81,53,94,37,True
25,93,42,73,False
22,30,38,48,False
43,70,6,45,False
42,15,95,64,False
45,13,39,70,False
63,74,57,22,True
68,99,13,34,True
0,46,64,58,False
15,51,83,66,False
17,90,52,35,True
71,41,37,80,False
9,12,93,33,True
56,32,41,4,True
36,86,35,29,True
74,81,56,51,False
90,19,32,90,False
8,41,87,81,False
18,69,31,86,False
57,47,64,12,True
31,95,8,30,True
60,94,50,93,False
88,92,35,40,True
43,11,93,67,False
59,84,35,2,True
27,8,55,43,False
99,17,16,86,False
85,2,93,89,False
56,60,10,68,False
21,76,31,49,False
54,3,9,2,True
27,24,60,46,False
30,70,31,49,False
81,83,75,54,False
0,93,29,52,False
77,69,78,79,False
99,53,23,68,False
87,25,51,68,False
50,75,45,14,True
57,1,84,77,False
55,94,13,26,True
72,36,42,45,False
20,45,70,64,False
93,58,69,6,True
75,32,59,15,True
36,85,36,16,True
49,24,83,0,True
94,43,96,66,False
3,27,55,62,False
53,92,39,63,False
64,10,75,29,True
27,7,42,55,False
82,1,74,66,False
32,38,63,94,False
54,89,9,99,False
79,57,32,84,False
87,5,99,51,False
79,47,30,88,False
64,82,22,76,False
83,2,56,4,True
90,91,45,15,True
28,52,84,14,True
27,88,61,74,False
34,29,88,12,True
12,99,69,3,True
56,29,45,52,False
96,48,75,8,True
58,30,57,39,True
74,22,26,14,True
30,51,49,75,False
91,43,46,65,False
75,16,95,59,False
91,93,40,3,True
92,27,14,82,False
94,95,70,24,True
13,82,52,43,False
93,33,33,33,True
53,46,73,89,False
21,86,33,59,False
47,7,16,50,False
93,2,9,20,True
32,89,81,11,True
39,4,17,34,True
33,60,5,22,True
68,69,61,70,False
71,99,40,3,True
90,24,14,0,True
10,49,19,51,False
10,87,38,32,True
25,78,24,28,True
65,86,31,38,True
57,19,13,1,True
83,88,60,62,False
43,31,22,79,False
93,54,40,3,True
1,31,63,56,False
9,59,42,59,False
84,28,17,14,True
74,65,73,59,False
80,14,92,41,True
7,65,24,39,True
57,98,62,97,False
70,48,53,95,False
75,7,67,93,False
24,56,38,87,False
38,12,60,86,False
85,3,77,44,False
65,24,63,83,False
1,43,57,85,False
78,3,13,81,False
78,59,17,35,True
67,80,47,94,False
60,22,11,60,False
5,22,27,66,False
79,33,20,53,False
2,61,1,32,True
71,80,51,25,True
86,97,6,94,False
53,51,50,76,False
49,95,36,69,False
85,74,85,40,True
34,85,95,17,True
66,67,75,99,False
56,73,33,10,True
52,90,10,23,True
9,78,31,36,True
20,74,59,96,False
20,32,90,7,True
53,55,98,55,False
29,91,38,54,False
23,57,69,35,True
48,44,34,99,False
51,18,68,75,False
6,64,74,69,False
89,69,65,37,True
13,13,86,37,True
60,67,3,47,False
66,81,48,81,False
99,61,78,16,True
62,34,43,91,False
1,43,25,24,True
1,4,66,80,False
45,0,70,5,True
94,52,4,67,False
84,6,11,7,True
18,98,55,75,False
76,22,60,58,False
26,44,7,7,True
12,7,71,26,True
87,61,17,79,False
54,14,71,40,True
74,58,59,51,False
52,55,98,28,True
49,99,6,77,False
58,93,41,53,False
21,95,8,56,False
19,99,51,95,False
45,55,12,73,False
82,33,44,56,False
20,93,75,47,False
62,38,36,31,True
75,2,7,79,False
92,53,97,15,True
61,6,2,76,False
7,32,0,15,True
66,93,68,22,True
99,75,1,38,True
4,67,15,52,False
90,84,12,45,False
37,23,86,47,False
80,5,55,8,True
40,25,2,99,False
89,55,54,57,False
14,31,64,29,True
94,0,88,41,True
18,50,81,79,False
19,80,55,38,True
26,61,98,69,False
66,72,21,76,False
16,85,70,37,True
27,53,1,56,False
23,14,15,3,True
97,23,60,68,False
60,51,78,6,True
53,2,73,28,True
46,27,36,35,True
16,36,35,73,False
54,51,51,30,True
83,79,49,63,False
22,62,86,78,False
98,70,70,21,True
75,71,86,2,True
47,5,8,41,True
11,57,9,50,False
99,71,6,78,False
2,20,95,82,False
54,92,3,69,False
68,66,3,11,True
70,85,21,98,False
34,84,76,90,False
12,49,56,82,False
29,1,58,31,True
56,23,6,95,False
37,5,52,65,False
3,24,55,52,False
42,65,32,97,False
50,47,32,47,False
71,59,78,87,False
24,70,11,18,True
49,30,71,59,False
63,90,24,44,False
95,13,3,87,False
16,42,99,76,False
26,42,75,90,False
25,5,56,9,True
15,15,24,80,False
41,85,68,28,True
93,32,60,38,True
85,55,70,78,False
6,14,33,48,False
81,77,68,20,True
0,41,64,30,True
36,18,63,72,False
4,21,94,61,False
18,2,55,91,False
65,14,79,94,False
79,36,50,86,False
58,62,56,87,False
24,3,66,98,False
94,44,18,39,True
25,64,29,36,True
83,23,26,36,True
8,22,51,55,False
71,59,27,90,False
98,28,16,9,True
2,65,63,25,True
88,0,68,39,True
41,65,29,47,False
12,86,97,4,True
10,43,0,68,False
23,40,5,68,False
80,51,95,16,True
53,34,41,71,False
28,55,22,4,True
50,20,14,60,False
13,51,23,96,False
69,76,80,84,False
60,47,98,40,True
15,47,96,11,True
11,81,47,52,False
79,22,46,45,False
15,63,31,56,False
43,66,11,94,False
82,90,23,31,True
57,79,12,58,False
53,81,30,21,True
83,32,13,83,False
71,32,98,53,False
67,3,67,94,False
40,99,57,22,True
88,20,70,5,True
92,88,80,12,True
29,61,26,94,False
63,55,56,66,False
49,15,83,52,False
36,96,27,38,True
95,29,65,76,False
57,91,11,34,True
20,81,93,87,False
96,93,50,95,False
99,57,69,19,True
21,69,64,43,False
54,0,64,43,False
1,8,99,77,False
39,72,51,23,True
25,49,14,55,False
92,90,96,98,False
28,91,90,48,False
28,19,77,59,False
93,30,21,51,False
2,94,36,28,True
91,61,63,74,False
63,55,89,65,False
39,50,4,52,False
86,91,61,84,False
35,16,32,72,False
0,16,33,82,False
95,98,23,97,False
28,34,97,93,False
52,88,33,82,False
31,73,60,91,False
94,12,56,63,False
23,56,90,68,False
19,95,88,37,True
8,56,83,39,True
12,38,4,1,True
54,12,83,99,False
95,40,34,83,False
88,0,94,51,False
51,27,96,11,True
14,68,67,55,False
82,29,65,10,True
50,49,67,86,False
36,14,19,62,False
84,92,46,37,True
83,43,92,33,True
74,31,17,34,True
57,80,93,39,True
57,28,6,40,True
32,21,44,50,False
98,54,29,7,True
35,42,9,60,False
37,56,93,19,True
42,39,12,17,True
52,7,34,44,False
9,86,45,6,True
67,0,55,8,True
73,62,38,62,False
58,36,15,76,False
66,32,20,56,False
50,55,25,64,False
83,11,58,28,True
89,70,39,6,True
6,63,56,37,True
43,70,48,75,False
72,19,14,75,False
62,62,19,50,False
42,42,52,29,True
0,72,59,10,True
77,95,53,94,False
55,41,92,7,True
96,68,11,70,False
